Gene	ratio
WBGene00019406|K05F1.3|acdh-8	0.84
WBGene00017910|F28H1.5	0.84
WBGene00007269|C03C10.2	0.84
WBGene00044811|F12E12.11	0.84
WBGene00012900|Y46G5A.8	0.84
WBGene00004736|K11D9.2|sca-1	0.84
WBGene00002261|F58A3.1|ldb-1	0.84
WBGene00015110|B0281.3	0.83
WBGene00014204|ZK1058.4|ccdc-47	0.83
WBGene00018219|F40A3.4	0.83
WBGene00018015|F33G12.3	0.83
WBGene00000377|T05C12.7|cct-1	0.83
WBGene00010075|F55A11.1	0.83
WBGene00007707|C25A1.5	0.83
WBGene00013532|Y73F8A.27	0.83
WBGene00011735|T12D8.8|hip-1	0.83
WBGene00011374|T02D1.8	0.83
WBGene00020866|T27F7.1	0.83
WBGene00044001|C09G4.4	0.83
WBGene00001052|F15A8.5|dop-1	0.83
WBGene00007362|C06B3.3|cyp-35C1	0.83
WBGene00011337|T01G1.2	0.83
WBGene00019749|M03A8.3	0.83
WBGene00017653|F21C10.3	0.83
WBGene00015053|B0222.1	0.83
WBGene00004826|R12H7.5|skr-20	0.83
WBGene00003253|PAR2.4|mig-22	0.83
WBGene00044481|ZK185.5	0.82
WBGene00016192|C28H8.1	0.82
WBGene00004508|F26A3.8|rrf-1	0.82
WBGene00010096|F55C5.7|rskd-1	0.82
WBGene00000289|C01G6.8|cam-1	0.82
WBGene00000213|W03G1.7|asm-3	0.82
WBGene00010138|F56A8.1	0.82
WBGene00018719|F52H2.7	0.82
WBGene00003830|T03D8.1|num-1	0.82
WBGene00008598|F09A5.1	0.82
WBGene00013717|Y106G6H.4	0.82
WBGene00013263|Y57A10A.23	0.82
WBGene00004949|K08A8.2|sox-2	0.82
WBGene00018932|F56B3.8	0.82
WBGene00008944|F19B2.5	0.82
WBGene00003882|F59E10.1|orc-2	0.82
WBGene00019246|H27M09.2|rpb-5	0.82
WBGene00013267|Y57A10A.27	0.82
WBGene00021109|W09C3.1	0.82
WBGene00004965|F48C1.7|spe-11	0.82
WBGene00006448|C16C10.10|glod-4	0.82
WBGene00020110|R151.7	0.82
WBGene00009783|F46C5.8|rer-1	0.82
WBGene00003082|Y73B6BL.32|lsm-8	0.82
WBGene00010905|M88.2	0.82
WBGene00014165|ZK945.3|puf-12	0.81
WBGene00016512|C38C3.3	0.81
WBGene00009165|F26E4.12	0.81
WBGene00016450|C35D10.14|clec-5	0.81
WBGene00006874|K12F2.2|vab-8	0.81
WBGene00020549|T17E9.2|nmt-1	0.81
WBGene00002053|F10C1.2|ifb-1	0.81
WBGene00014124|ZK863.4	0.81
WBGene00009145|F26A3.7	0.81
WBGene00008543|F07A5.4	0.81
WBGene00010984|R03A10.4|nkat-3	0.81
WBGene00001880|F45F2.13|his-6	0.81
WBGene00002045|C56C10.8|icd-1	0.81
WBGene00017069|D2096.1	0.81
WBGene00007705|C25A1.1	0.81
WBGene00005646|C03G6.18|srp-5	0.8
WBGene00009266|F30A10.9	0.8
WBGene00017769|F25B4.6	0.8
WBGene00017340|F10D7.3	0.8
WBGene00014612|Y105E8A.31|mir-354	0.8
WBGene00020287|T06A10.4|lsy-13	0.8
WBGene00007666|C18B12.4	0.8
WBGene00022855|ZK1127.9|tcer-1	0.8
WBGene00007017|Y113G7B.18|mdt-17	0.8
WBGene00008565|F08A8.2	0.8
WBGene00016643|C44C1.4|vps-45	0.8
WBGene00004339|C39E9.13|rfc-3	0.8
WBGene00020679|T22B11.5	0.8
WBGene00008441|E01B7.1	0.8
WBGene00006478|H38K22.3|tag-131	0.79
WBGene00009754|F46A9.1	0.79
WBGene00021211|Y18H1A.7	0.79
WBGene00019759|M03F4.6	0.79
WBGene00004310|C44C11.1|ras-1	0.79
WBGene00021754|Y50D7A.4	0.79
WBGene00001389|F15B9.3|far-5	0.79
WBGene00003626|K08H2.8|nhr-32	0.79
WBGene00022752|ZK484.6	0.79
WBGene00012408|Y7A5A.2	0.79
WBGene00016134|C26B9.5	0.79
WBGene00008685|F11A10.4|mon-2	0.79
WBGene00015301|C01F1.6	0.79
WBGene00007429|C08B6.8	0.79
WBGene00010188|F57B1.5	0.79
WBGene00016276|C30G12.4	0.79
WBGene00004726|F10E9.8|sas-4	0.79
WBGene00003936|T17H7.4|pat-12	0.79
WBGene00006924|F56D12.5|vig-1	0.78
WBGene00008434|D2089.3	0.78
WBGene00015194|B0432.13	0.78
WBGene00010785|K12D12.1|top-2	0.78
WBGene00010539|K03H1.4|ttr-2	0.78
WBGene00015452|C04F6.2	0.78
WBGene00016706|C46C11.3	0.78
WBGene00017908|F28H1.1	0.78
WBGene00012029|T25G3.1	0.78
WBGene00011068|R06F6.4|set-14	0.78
WBGene00000970|C17G10.8|dhs-6	0.78
WBGene00016195|C28H8.4	0.78
WBGene00004440|F28C6.7|rpl-26	0.78
WBGene00008848|F15B9.4|inft-2	0.78
WBGene00003622|C01H6.5|nhr-23	0.77
WBGene00011440|T04F8.1|sfxn-1.5	0.77
WBGene00011262|R13H4.3|pho-8	0.77
WBGene00010086|F55B11.4	0.77
WBGene00020066|R13F6.5	0.77
WBGene00022534|ZC155.7|syn-16	0.77
WBGene00000535|K08B4.6|cpi-1	0.77
WBGene00010597|K06A4.7	0.77
WBGene00011224|R10H10.6	0.76
WBGene00006672|C24A3.6|twk-18	0.76
WBGene00016457|C35E7.5	0.76
WBGene00000215|T18H9.2|asp-2	0.76
WBGene00012784|Y43C5A.4	0.76
WBGene00003947|K08D12.1|pbs-1	0.76
WBGene00008335|C55A6.6	0.76
WBGene00017893|F28B4.4	0.76
WBGene00000554|F55C10.1|cnb-1	0.76
WBGene00009882|F49C12.13|vha-17	0.76
WBGene00017854|F27C1.4	0.76
WBGene00004391|T23G5.1|rnr-1	0.76
WBGene00006934|T21C9.2|vps-54	0.76
WBGene00000441|ZC64.3|ceh-18	0.76
WBGene00007357|C06A12.3	0.76
WBGene00022864|ZK1236.5	0.76
WBGene00000369|Y56A3A.20|ccf-1	0.76
WBGene00003934|F54C1.7|pat-10	0.76
WBGene00021785|Y51H7C.7	0.76
WBGene00044026|W02B12.15	0.75
WBGene00002198|F22D6.1|kin-14	0.75
WBGene00012166|W01A8.4|nuo-6	0.75
WBGene00009886|F49E2.2	0.75
WBGene00014080|ZK792.8|atg-4.2	0.75
WBGene00017084|E01A2.1	0.75
WBGene00016965|C56C10.9	0.75
WBGene00017357|F10E9.5	0.75
WBGene00017563|F18C5.10	0.75
WBGene00016698|C46A5.1	0.75
WBGene00003485|W10G6.3|mua-6	0.75
WBGene00004085|Y75B8A.30|pph-4.1	0.75
WBGene00004487|Y57G11C.16|rps-18	0.75
WBGene00001834|C53A5.3|hda-1	0.75
WBGene00009778|F46C5.1	0.75
WBGene00004193|C15H9.8|prx-3	0.75
WBGene00006595|M01E5.5|top-1	0.75
WBGene00015581|C07H6.4	0.74
WBGene00016380|C33H5.14|ntp-1	0.74
WBGene00016591|C42C1.13	0.74
WBGene00000246|M7.3|bcc-1	0.74
WBGene00011672|T10B9.2|cyp-13A5	0.74
WBGene00019624|K10C9.3	0.74
WBGene00020064|R13F6.1|kbp-1	0.74
WBGene00009732|F45G2.4	0.74
WBGene00001243|F41H10.7|elo-5	0.74
WBGene00018957|F56C11.5	0.74
WBGene00008166|C47G2.5|saps-1	0.74
WBGene00008684|F11A10.3|mig-32	0.74
WBGene00003163|R03E9.1|mdl-1	0.74
WBGene00010744|K10D6.4	0.74
WBGene00018017|F33G12.5	0.74
WBGene00006739|C41C4.6|ulp-4	0.74
WBGene00023489|F42A10.9	0.74
WBGene00022613|ZC449.3	0.74
WBGene00004359|B0240.1|rhr-2	0.74
WBGene00004164|Y39E4B.3|pqn-83	0.73
WBGene00007430|C08B6.10	0.73
WBGene00012358|W09D6.5	0.73
WBGene00013728|Y111B2A.2	0.73
WBGene00045435|Y34B4A.11	0.73
WBGene00000209|K07A12.3|asg-1	0.73
WBGene00016447|C35D10.11|msd-4	0.73
WBGene00004303|C29E4.3|ran-2	0.73
WBGene00001390|W02A2.2|far-6	0.73
WBGene00010847|M04B2.4	0.73
WBGene00012854|Y44A6D.3	0.73
WBGene00022482|Y119D3B.4|fbxa-208	0.73
WBGene00016054|C24D10.2	0.73
WBGene00001513|T05H4.14|gad-1	0.73
WBGene00011272|R53.2	0.73
WBGene00017667|F21E9.3|ttr-37	0.73
WBGene00050937|R02D5.8	0.73
WBGene00016631|C44B7.11	0.73
WBGene00003148|H21P03.1|mbf-1	0.73
WBGene00010736|K10C8.3	0.73
WBGene00011756|T13H5.2|ctg-2	0.73
WBGene00010324|F59C6.3	0.73
WBGene00008607|F09B12.3	0.73
WBGene00008134|C47B2.9	0.73
WBGene00012251|W04E12.6|clec-49	0.73
WBGene00006764|ZK721.2|unc-27	0.72
WBGene00007071|AC3.5	0.72
WBGene00016601|C43E11.1|acin-1	0.72
WBGene00000416|Y41D4B.13|ced-2	0.72
WBGene00003010|B0001.1|lin-24	0.72
WBGene00001452|C36H8.3|flp-9	0.72
WBGene00022702|ZK353.7|cutc-1	0.72
WBGene00044469|T26C12.6|clec-173	0.72
WBGene00014011|ZK632.2	0.72
WBGene00011270|R31.2	0.72
WBGene00008530|F02E9.5	0.72
WBGene00019626|K10C9.7	0.72
WBGene00012106|T27F6.7	0.72
WBGene00009559|F39B2.11|mtx-1	0.72
WBGene00001396|T13F2.1|fat-4	0.72
WBGene00013690|Y105E8B.5	0.72
WBGene00020600|T20B12.1	0.72
WBGene00016319|C32D5.12	0.72
WBGene00003677|Y41D4B.7|nhr-87	0.72
WBGene00016335|C33C12.3	0.72
WBGene00004311|F17C8.4|ras-2	0.72
WBGene00016145|C26E6.12	0.72
WBGene00017582|F18G5.6	0.72
WBGene00009440|F35G12.2	0.72
WBGene00003625|C26B2.3|nhr-31	0.72
WBGene00007137|B0285.4	0.72
WBGene00018007|F33D11.10	0.72
WBGene00010664|K08E3.4	0.71
WBGene00002203|F46F2.2|kin-20	0.71
WBGene00000055|F25G6.3|acr-16	0.71
WBGene00021269|Y23H5A.2	0.71
WBGene00016403|C34D4.11|grsp-3	0.71
WBGene00000419|C02F4.1|ced-5	0.71
WBGene00010626|K07C5.3	0.71
WBGene00020726|T23C6.4	0.71
WBGene00012164|W01A8.2	0.71
WBGene00017044|D2007.4	0.71
WBGene00008829|F14H3.10|cyp-35D1	0.71
WBGene00022301|Y76B12C.7|cpsf-1	0.71
WBGene00007906|C33G3.6	0.71
WBGene00022085|Y69A2AR.14	0.71
WBGene00021471|Y39G10AR.15	0.71
WBGene00010675|K08E7.8	0.7
WBGene00044156|Y66C5A.1	0.7
WBGene00017827|F26F4.5	0.7
WBGene00022813|ZK742.3	0.7
WBGene00017866|F27D9.8|stn-2	0.7
WBGene00000110|T05H4.13|alh-4	0.7
WBGene00006725|H06I04.4|ubl-1	0.7
WBGene00009578|F40F8.5	0.7
WBGene00004971|ZK617.3|spe-17	0.7
WBGene00011747|T13F2.7|sna-2	0.7
WBGene00001779|Y53F4B.35|gst-31	0.7
WBGene00022652|ZK84.5	0.7
WBGene00003596|T19A6.2|ngp-1	0.7
WBGene00001522|D2089.5|gbh-1	0.7
WBGene00007952|C35A5.8	0.7
WBGene00022634|ZC581.7	0.7
WBGene00022092|Y69A2AR.21	0.7
WBGene00007980|C36E8.1	0.7
WBGene00044008|C45G3.5	0.7
WBGene00016456|C35E7.4	0.7
WBGene00011191|R10D12.10	0.7
WBGene00012802|Y43F4B.3|set-25	0.7
WBGene00011850|T20B3.1	0.7
WBGene00004380|C06A5.9|rnf-1	0.7
WBGene00045494|ZK662.6	0.7
WBGene00044296|F10C1.9	0.7
WBGene00020500|T14B4.3	0.7
WBGene00017320|F09G8.5	0.7
WBGene00020718|T23B12.3	0.7
WBGene00004312|K07A1.11|rba-1	0.7
WBGene00000269|Y73E7A.7|bre-4	0.7
WBGene00022271|Y73E7A.4|cpx-1	0.7
WBGene00022410|Y97E10C.1	0.7
WBGene00011131|R07H5.11	0.7
WBGene00000723|B0024.2|col-150	0.7
WBGene00018024|F35A5.1	0.7
WBGene00007094|B0019.2	0.7
WBGene00014252|ZK1320.2	0.7
WBGene00016542|C39H7.4	0.7
WBGene00044261|Y87G2A.20	0.7
WBGene00009744|F45H11.3	0.7
WBGene00007812|C29F7.3	0.7
WBGene00008802|F14E5.4|acp-2	0.69
WBGene00016977|C56G2.1	0.69
WBGene00044916|F40F8.11	0.69
WBGene00001194|C04A2.3|egl-27	0.69
WBGene00018580|F47G6.3	0.69
WBGene00007460|C08F11.13	0.69
WBGene00015516|C06A8.6	0.69
WBGene00021874|Y54G2A.9|clec-81	0.69
WBGene00000216|H22K11.1|asp-3	0.69
WBGene00007201|B0564.1|exos-4.1	0.69
WBGene00009189|F27D4.4	0.69
WBGene00020511|T14G11.3|immt-1	0.69
WBGene00001034|R74.4|dnj-16	0.69
WBGene00009113|F25D7.4	0.69
WBGene00009341|F32H2.4|thoc-3	0.69
WBGene00022569|ZC239.6	0.69
WBGene00007732|C25G4.4|tag-347	0.69
WBGene00003805|R06F6.5|npp-19	0.69
WBGene00016288|C31H1.5	0.69
WBGene00011129|R07H5.9	0.69
WBGene00022782|ZK622.4	0.69
WBGene00001476|K08C7.2|fmo-1	0.69
WBGene00016934|C54G7.2|mboa-3	0.69
WBGene00000762|F57B9.4|coq-2	0.69
WBGene00004305|R05D11.3|ran-4	0.69
WBGene00003578|T26E3.2|ndx-1	0.69
WBGene00018416|F44E2.2|retr-1	0.69
WBGene00012307|W06F12.3	0.69
WBGene00020823|T26A5.8	0.68
WBGene00020268|T05H4.5	0.68
WBGene00007616|C15H11.8	0.68
WBGene00010308|F59B2.3	0.68
WBGene00014025|ZK637.5|asna-1	0.68
WBGene00015565|C07D8.6	0.68
WBGene00015176|B0414.8|vps-51	0.68
WBGene00013325|Y57G11C.36	0.68
WBGene00009556|F39B2.5	0.68
WBGene00019433|K06A5.6|acdh-3	0.68
WBGene00004489|Y105E8A.16|rps-20	0.68
WBGene00014164|ZK945.1|lact-2	0.68
WBGene00013859|ZC247.1	0.68
WBGene00018700|F52E1.13	0.68
WBGene00004189|T20H4.3|pars-1	0.68
WBGene00017291|F09E5.14	0.68
WBGene00004234|Y53F4B.28|ptr-20	0.68
WBGene00000967|T02E1.5|dhs-3	0.68
WBGene00017934|F30B5.4	0.68
WBGene00008400|D2005.5|drh-3	0.68
WBGene00022621|ZC477.7	0.68
WBGene00015947|C18A11.1	0.68
WBGene00012864|Y45F3A.9	0.67
WBGene00011639|T09A5.12|ztf-17	0.67
WBGene00000367|C54D2.5|cca-1	0.67
WBGene00016825|C50E10.1	0.67
WBGene00007923|C34C12.4	0.67
WBGene00021552|Y44E3B.1|zip-4	0.67
WBGene00019333|K02F3.10|moma-1	0.67
WBGene00011918|T22C1.8	0.67
WBGene00020625|T20F5.3	0.67
WBGene00022732|ZK418.2	0.67
WBGene00016387|C34B2.2|kbp-5	0.67
WBGene00008750|F13E9.1	0.67
WBGene00010615|K07A1.9	0.67
WBGene00002005|F26D10.3|hsp-1	0.67
WBGene00020442|T12A2.8|gen-1	0.67
WBGene00018218|F40A3.3	0.67
WBGene00000247|T19E7.3|bec-1	0.67
WBGene00018606|F48E3.6	0.67
WBGene00012462|Y17G7B.8	0.67
WBGene00019381|K04C2.3	0.67
WBGene00016624|C44B7.2	0.67
WBGene00019769|M04F3.3	0.66
WBGene00011809|T16G12.8	0.66
WBGene00011214|R10E9.2	0.66
WBGene00022459|Y110A7A.9	0.66
WBGene00015939|C18A3.1	0.66
WBGene00020298|T07A9.10	0.66
WBGene00012122|T28C6.8	0.66
WBGene00000541|ZC190.1|cln-3.3	0.66
WBGene00016004|C18H9.6	0.66
WBGene00010878|M05D6.5	0.66
WBGene00022194|Y71H2B.4	0.66
WBGene00009082|F23B12.5	0.66
WBGene00004084|C29E6.3|pph-2	0.65
WBGene00011422|T04B2.3	0.65
WBGene00022670|ZK177.2	0.65
WBGene00000282|R01E6.3|cah-4	0.65
WBGene00010687|K08F9.4	0.65
WBGene00012951|Y47H9C.8	0.65
WBGene00001076|F54D8.1|dpy-17	0.65
WBGene00010706|K09A11.3|cyp-14A2	0.65
WBGene00012101|T27F2.4	0.65
WBGene00014060|ZK673.4	0.65
WBGene00019127|F59G1.1|cgt-3	0.65
WBGene00017272|F08F8.7	0.65
WBGene00020436|T12A2.1	0.65
WBGene00020762|T24C4.6|zer-1	0.65
WBGene00010890|M18.5|ddb-1	0.65
WBGene00020280|T06A1.5	0.65
WBGene00020109|R151.6	0.65
WBGene00010790|K12G11.3|sodh-1	0.65
WBGene00007392|C06H5.1|fbxa-156	0.65
WBGene00007646|C17E4.9|nkb-1	0.65
WBGene00019726|M02B7.5	0.65
WBGene00004426|C04F12.4|rpl-14	0.65
WBGene00012576|Y37H9A.1	0.65
WBGene00015313|C01G8.6	0.64
WBGene00004504|F23F1.8|rpt-4	0.64
WBGene00002299|ZK1067.1|let-23	0.64
WBGene00015030|B0207.7	0.64
WBGene00001752|K08F4.7|gst-4	0.64
WBGene00010055|F54D5.12	0.64
WBGene00008330|C55A6.1	0.64
WBGene00013038|Y49E10.19|ani-1	0.64
WBGene00019871|R04E5.8	0.64
WBGene00009385|F35B12.5|sas-5	0.64
WBGene00003177|T01E8.4|mec-15	0.64
WBGene00001031|F54D5.8|dnj-13	0.64
WBGene00009106|F25C8.4|acs-12	0.64
WBGene00018636|F49E8.2	0.64
WBGene00002042|H26D21.1|hus-1	0.64
WBGene00012085|T27D12.1	0.64
WBGene00008344|C56A3.5	0.64
WBGene00006833|F53F10.4|unc-108	0.64
WBGene00009110|F25D1.5	0.64
WBGene00001226|T23D8.4|eif-3.C	0.64
WBGene00009174|F26H9.2	0.64
WBGene00015161|B0361.7|pho-5	0.64
WBGene00001073|F46E10.9|dpy-11	0.63
WBGene00007553|C13G3.1	0.63
WBGene00012664|Y39B6A.1	0.63
WBGene00018072|F35H10.7	0.63
WBGene00018986|F56F10.3|cdo-1	0.63
WBGene00016027|C23H5.8	0.63
WBGene00018195|F39E9.2|btb-16	0.63
WBGene00016172|C27H5.2	0.63
WBGene00011875|T20G5.14	0.63
WBGene00011829|T19A6.4	0.63
WBGene00000781|C52E4.1|cpr-1	0.63
WBGene00010719|K09E4.1	0.63
WBGene00015404|C03H5.2	0.63
WBGene00003517|F31F6.6|nac-1	0.63
WBGene00009521|F38A1.8	0.63
WBGene00015807|C16A3.2	0.63
WBGene00016405|C34D4.14|hecd-1	0.63
WBGene00000093|Y62E10A.5|agt-1	0.62
WBGene00009779|F46C5.2	0.62
WBGene00019332|K02F3.9	0.62
WBGene00012610|Y38F1A.8	0.62
WBGene00021486|Y40B10A.1|lbp-9	0.62
WBGene00018717|F52H2.5	0.62
WBGene00008361|D1043.1	0.62
WBGene00016989|CD4.3	0.62
WBGene00019207|H17B01.1	0.62
WBGene00020423|T10F2.4	0.62
WBGene00009504|F37B12.1	0.62
WBGene00003389|K03H1.2|mog-1	0.62
WBGene00006508|M01E11.7|tag-163	0.62
WBGene00009380|F34H10.3	0.62
WBGene00021440|Y39A3CL.1	0.62
WBGene00012666|Y39B6A.3	0.62
WBGene00008204|C49C3.15	0.62
WBGene00011410|T04A8.8	0.61
WBGene00044483|H06H21.11	0.61
WBGene00014054|ZK669.4	0.61
WBGene00010113|F55D12.5	0.61
WBGene00015486|C05D11.9	0.61
WBGene00002116|W09C5.4|ins-33	0.61
WBGene00011462|T05A10.5|scl-22	0.61
WBGene00044063|ZK430.2|tag-231	0.61
WBGene00001923|F07B7.5|his-49	0.61
WBGene00001901|K06C4.13|his-27	0.61
WBGene00000139|F25C8.2|amx-3	0.61
WBGene00003406|Y37D8A.9|mrg-1	0.61
WBGene00000224|F26D10.9|atgp-1	0.61
WBGene00017238|F08B4.7	0.61
WBGene00006814|B0496.3|unc-82	0.61
WBGene00020444|T12B3.1	0.61
WBGene00000915|C47E8.5|daf-21	0.61
WBGene00013738|Y111B2A.17|elpc-2	0.61
WBGene00021456|Y39F10B.1	0.61
WBGene00022798|ZK688.3	0.61
WBGene00003904|C17E4.5|pabp-2	0.61
WBGene00015244|B0524.5	0.61
WBGene00022386|Y95B8A.6	0.61
WBGene00011401|T03F6.6	0.61
WBGene00004900|W03G9.1|snf-1	0.61
WBGene00001411|F35D6.1|fem-1	0.61
WBGene00008749|F13E6.5	0.61
WBGene00004415|B0041.4|rpl-4	0.61
WBGene00017874|F28A10.6|acdh-9	0.61
WBGene00007932|C34D1.5|zip-5	0.6
WBGene00007710|C25A1.9|rsa-1	0.6
WBGene00013708|Y106G6E.4	0.6
WBGene00000083|F08C6.1|adt-2	0.6
WBGene00019822|R02D3.4	0.6
WBGene00009952|F53A2.7	0.6
WBGene00016608|C43E11.11|cogc-5	0.6
WBGene00005006|D1014.8|spr-1	0.6
WBGene00007297|C04F12.1	0.6
WBGene00001156|Y105E8A.4|ech-7	0.6
WBGene00019963|R08E5.3	0.6
WBGene00003600|R09G11.2|nhr-1	0.6
WBGene00015311|C01G5.9	0.6
WBGene00015207|B0495.8	0.6
WBGene00004981|Y66H1B.4|spl-1	0.6
WBGene00016531|C39D10.3	0.6
WBGene00000366|R10E11.1|cbp-1	0.6
WBGene00013210|Y54G9A.7	0.6
WBGene00015920|C17G10.9	0.6
WBGene00012782|Y43C5A.2	0.6
WBGene00005987|T01D3.4|srx-96	0.6
WBGene00011095|R07B7.11|gana-1	0.6
WBGene00015326|C02B10.1|ivd-1	0.6
WBGene00008986|F20G2.2	0.6
WBGene00022580|ZC262.3	0.6
WBGene00017789|F25E5.8	0.6
WBGene00010051|F54D5.5	0.6
WBGene00006578|F25H2.1|tli-1	0.59
WBGene00020259|T05E7.3	0.59
WBGene00012019|T25E12.4|dkf-2	0.59
WBGene00003162|F20H11.3|mdh-2	0.59
WBGene00003691|H12C20.6|nhr-101	0.59
WBGene00011509|T05H10.4	0.59
WBGene00019298|K02D7.1	0.59
WBGene00009514|F37H8.5	0.59
WBGene00021419|Y38F2AR.1|eri-5	0.59
WBGene00009334|F32D8.12	0.59
WBGene00010875|M05D6.2	0.59
WBGene00004185|R166.4|pro-1	0.59
WBGene00012187|W01G7.3|rpb-11	0.59
WBGene00013094|Y51H1A.3	0.59
WBGene00009981|F53F1.3	0.59
WBGene00006769|Y37E11C.1|unc-33	0.58
WBGene00015274|C01B7.1|ztf-12	0.58
WBGene00019204|H14N18.4	0.58
WBGene00010732|K10C3.5	0.58
WBGene00006486|T11F9.2|tag-140	0.58
WBGene00022124|Y71F9AR.3	0.58
WBGene00020166|T02G5.7	0.58
WBGene00018576|F47G3.1	0.58
WBGene00015106|B0280.11	0.58
WBGene00017993|F32E10.6	0.58
WBGene00006791|T04D1.3|unc-57	0.58
WBGene00009453|F36A2.3	0.58
WBGene00009565|F39H11.1	0.58
WBGene00001448|C03G5.7|flp-5	0.58
WBGene00004438|F55D10.2|rpl-25.1	0.58
WBGene00003599|W04H10.3|nhl-3	0.58
WBGene00011560|T07C4.3	0.58
WBGene00017895|F28B12.3|vrk-1	0.58
WBGene00019868|R04B3.3	0.58
WBGene00004698|W02B12.3|rsp-1	0.58
WBGene00003130|Y116A8A.9|map-2	0.57
WBGene00021345|Y37B11A.3	0.57
WBGene00015494|C05E11.3	0.57
WBGene00012158|VW06B3R.1|ucr-2.1	0.57
WBGene00000236|F57B10.11|bag-1	0.57
WBGene00012997|Y48C3A.18	0.57
WBGene00010225|F58A3.5|ttr-31	0.57
WBGene00020942|W02D7.6	0.57
WBGene00020604|T20B12.7	0.57
WBGene00015219|B0507.2	0.57
WBGene00001065|EGAP7.1|dpy-3	0.57
WBGene00012031|T25G3.4	0.57
WBGene00004413|B0250.1|rpl-2	0.57
WBGene00002063|Y57A10A.30|ife-5	0.57
WBGene00020517|T15B7.2	0.57
WBGene00020019|R12B2.3	0.57
WBGene00019719|M01H9.3	0.57
WBGene00021507|Y41D4A.5	0.57
WBGene00001505|K08F8.3|fut-1	0.57
WBGene00022052|Y67D2.2	0.57
WBGene00015190|B0432.9	0.57
WBGene00017800|F25G6.9	0.57
WBGene00012169|W01B6.2	0.57
WBGene00017007|D1007.10	0.57
WBGene00016588|C42C1.10	0.56
WBGene00001132|T11B7.4|alp-1	0.56
WBGene00003019|H32C10.2|lin-33	0.56
WBGene00019819|R02D3.1	0.56
WBGene00018135|F37A4.5	0.56
WBGene00003911|C09B8.7|pak-1	0.56
WBGene00004368|C32E8.7|ric-19	0.56
WBGene00011029|R05D7.4	0.56
WBGene00017283|F09E5.3	0.56
WBGene00007393|C06H5.2|fbxa-157	0.56
WBGene00019018|F57F10.1|abts-3	0.56
WBGene00006765|T08G11.5|unc-29	0.56
WBGene00007348|C05G5.2	0.56
WBGene00003061|ZK973.10|lpd-5	0.56
WBGene00016289|C31H1.6|lntl-1	0.56
WBGene00006817|F10G7.3|unc-85	0.56
WBGene00003735|Y18D10A.6|nhx-8	0.56
WBGene00021638|Y47G6A.9	0.56
WBGene00011434|T04D3.5	0.56
WBGene00021870|Y54G2A.4	0.56
WBGene00011668|T09F5.9|clec-47	0.56
WBGene00021286|Y24D9A.8	0.56
WBGene00008919|F17C11.8|vps-36	0.56
WBGene00014168|ZK945.6	0.56
WBGene00019572|K09E2.3	0.56
WBGene00002070|K07A1.8|ile-1	0.55
WBGene00017996|F33D4.4	0.55
WBGene00012695|Y39B6A.37	0.55
WBGene00011205|R10E4.9	0.55
WBGene00021325|Y34B4A.9	0.55
WBGene00021595|Y46E12BL.2	0.55
WBGene00012123|T28D6.3	0.55
WBGene00007493|C09G9.2	0.55
WBGene00017124|E04F6.4	0.55
WBGene00016278|C30H7.2	0.55
WBGene00004980|B0464.5|spk-1	0.55
WBGene00011120|R07E5.15	0.55
WBGene00000475|Y39A1C.3|cey-4	0.55
WBGene00016313|C32D5.5|set-4	0.55
WBGene00006870|F14F3.1|vab-3	0.55
WBGene00018146|F37C4.6	0.55
WBGene00013541|Y75B8A.4	0.55
WBGene00009365|F33H1.4	0.55
WBGene00011398|T03F6.1|qdpr-1	0.55
WBGene00006447|C25A1.3|tag-72	0.55
WBGene00018679|F52C12.2	0.55
WBGene00044294|C01B10.11	0.55
WBGene00019081|F59A3.8	0.55
WBGene00010942|M176.3|chch-3	0.55
WBGene00007170|B0393.5	0.55
WBGene00008053|C41C4.8|cdc-48.2	0.55
WBGene00016737|C47C12.4	0.55
WBGene00017335|F10D2.10	0.55
WBGene00020216|T04G9.5|trap-2	0.55
WBGene00003803|F10G8.3|npp-17	0.55
WBGene00017766|F25B4.2	0.54
WBGene00007507|C10C5.3	0.54
WBGene00011182|R09H10.5	0.54
WBGene00016705|C46C11.2	0.54
WBGene00007336|C05C12.4	0.54
WBGene00020725|T23C6.3|cnp-3	0.54
WBGene00002074|F32E10.4|ima-3	0.54
WBGene00007969|C36A4.9|acs-19	0.54
WBGene00000962|T21E12.4|dhc-1	0.54
WBGene00019017|F57F4.4	0.54
WBGene00006577|F39H11.2|tlf-1	0.54
WBGene00016330|C32E12.4	0.54
WBGene00012722|Y39G8B.1	0.54
WBGene00007693|C23H4.4	0.54
WBGene00009340|F32G8.4	0.54
WBGene00006957|C07G1.4|wsp-1	0.54
WBGene00022390|Y95B8A.11|him-19	0.54
WBGene00016997|D1005.3	0.54
WBGene00020782|T24H7.3	0.54
WBGene00019164|H06H21.8	0.54
WBGene00006722|Y40G12A.2|ubh-2	0.53
WBGene00008375|D1054.8	0.53
WBGene00021956|Y57E12AL.1	0.53
WBGene00016099|C25E10.10	0.53
WBGene00013077|Y51A2D.9|ttr-24	0.53
WBGene00044633|F54H12.7	0.53
WBGene00010568|K04G2.10	0.53
WBGene00000423|T07C4.8|ced-9	0.53
WBGene00009544|F38E11.9	0.53
WBGene00015308|C01G5.6	0.53
WBGene00044311|K04C2.7	0.53
